common_name,confidence,aru,date,time,sampling_interval
Carolina Wren,0.3213,LM_aru16,2025-04-21,06:40:00,20250421_06:40:00
Wild Turkey,0.3295,LM_aru16,2025-04-21,06:40:00,20250421_06:40:00
Canada Goose,0.3044,LM_aru16,2025-04-21,06:40:00,20250421_06:40:00
Summer Tanager,0.3346,LM_aru16,2025-04-21,06:40:00,20250421_06:40:00
Baltimore Oriole,0.3938,LM_aru16,2025-04-21,06:40:00,20250421_06:40:00
Black-and-white Warbler,0.3169,LM_aru16,2025-04-21,07:20:00,20250421_07:20:00
Summer Tanager,0.2858,LM_aru16,2025-04-21,07:20:00,20250421_07:20:00
American Crow,0.319,LM_aru16,2025-04-21,07:20:00,20250421_07:20:00
Pileated Woodpecker,0.4236,LM_aru16,2025-04-21,07:20:00,20250421_07:20:00
Scarlet Tanager,0.5402,LM_aru16,2025-04-21,07:20:00,20250421_07:20:00
Red-eyed Vireo,0.3249,LM_aru16,2025-04-21,07:40:00,20250421_07:40:00
Northern Cardinal,0.3402,LM_aru16,2025-04-21,07:40:00,20250421_07:40:00
Carolina Wren,0.3071,LM_aru16,2025-04-21,08:00:00,20250421_08:00:00
Tufted Titmouse,0.2584,LM_aru16,2025-04-21,08:00:00,20250421_08:00:00
Canada Goose,0.2583,LM_aru16,2025-04-21,08:00:00,20250421_08:00:00
American Robin,0.2749,LM_aru16,2025-04-21,08:00:00,20250421_08:00:00
Yellow-throated Vireo,0.276,LM_aru16,2025-04-21,08:00:00,20250421_08:00:00
Great Crested Flycatcher,0.2727,LM_aru16,2025-04-21,08:20:00,20250421_08:20:00
American Robin,0.32,LM_aru16,2025-04-21,08:20:00,20250421_08:20:00
Red-eyed Vireo,0.2509,LM_aru16,2025-04-21,08:20:00,20250421_08:20:00
Scarlet Tanager,0.2866,LM_aru16,2025-04-21,08:20:00,20250421_08:20:00
Carolina Wren,0.8713,LM_aru16,2025-04-21,08:40:00,20250421_08:40:00
Bachman's Sparrow,0.4736,LM_aru16,2025-04-21,08:40:00,20250421_08:40:00
Summer Tanager,0.4156,LM_aru16,2025-04-21,08:40:00,20250421_08:40:00
Scarlet Tanager,0.88,LM_aru16,2025-04-21,08:40:00,20250421_08:40:00
American Robin,0.7463,LM_aru16,2025-04-21,08:40:00,20250421_08:40:00
Bachman's Sparrow,0.2692,LM_aru16,2025-04-21,09:00:00,20250421_09:00:00
Red-eyed Vireo,0.3218,LM_aru16,2025-04-21,09:00:00,20250421_09:00:00
Brown-headed Nuthatch,0.4663,LM_aru16,2025-04-21,09:00:00,20250421_09:00:00
American Robin,0.6564,LM_aru16,2025-04-21,09:00:00,20250421_09:00:00
Red-headed Woodpecker,0.9224,LM_aru16,2025-04-21,09:00:00,20250421_09:00:00
Red-bellied Woodpecker,0.5002,LM_aru16,2025-04-21,09:00:00,20250421_09:00:00
American Robin,0.2598,LM_aru16,2025-04-21,09:20:00,20250421_09:20:00
Carolina Wren,0.3513,LM_aru16,2025-04-21,09:20:00,20250421_09:20:00
Yellow-throated Vireo,0.565,LM_aru16,2025-04-21,09:20:00,20250421_09:20:00
Northern Cardinal,0.3108,LM_aru16,2025-04-21,09:20:00,20250421_09:20:00
Scarlet Tanager,0.4656,LM_aru16,2025-04-21,09:20:00,20250421_09:20:00
Summer Tanager,0.4109,LM_aru16,2025-04-21,09:20:00,20250421_09:20:00
Great Crested Flycatcher,0.3349,LM_aru16,2025-04-21,09:20:00,20250421_09:20:00
Scarlet Tanager,0.2591,LM_aru16,2025-04-21,09:40:00,20250421_09:40:00
Red-eyed Vireo,0.2561,LM_aru16,2025-04-21,09:40:00,20250421_09:40:00
American Robin,0.3793,LM_aru16,2025-04-21,09:40:00,20250421_09:40:00
Red-bellied Woodpecker,0.6003,LM_aru16,2025-04-21,09:40:00,20250421_09:40:00
Red-eyed Vireo,0.3353,LM_aru16,2025-04-21,10:00:00,20250421_10:00:00
Carolina Wren,0.3382,LM_aru16,2025-04-21,10:00:00,20250421_10:00:00
Blue-headed Vireo,0.6166,LM_aru16,2025-04-21,10:00:00,20250421_10:00:00
Northern Cardinal,0.267,LM_aru16,2025-04-21,10:00:00,20250421_10:00:00
Chimney Swift,0.9503,LM_aru16,2025-04-21,10:00:00,20250421_10:00:00
White-throated Sparrow,0.4467,LM_aru16,2025-04-21,10:00:00,20250421_10:00:00
White-eyed Vireo,0.6476,LM_aru16,2025-04-21,10:00:00,20250421_10:00:00
Carolina Chickadee,0.4324,LM_aru16,2025-04-21,10:20:00,20250421_10:20:00
House Finch,0.8778,LM_aru16,2025-04-21,10:20:00,20250421_10:20:00
Northern Cardinal,0.282,LM_aru16,2025-04-21,10:20:00,20250421_10:20:00
Red-bellied Woodpecker,0.592,LM_aru16,2025-04-21,10:40:00,20250421_10:40:00
Northern Cardinal,0.2603,LM_aru16,2025-04-21,10:40:00,20250421_10:40:00
Bachman's Sparrow,0.2895,LM_aru16,2025-04-21,10:40:00,20250421_10:40:00
Eastern Phoebe,0.6297,LM_aru16,2025-04-21,10:40:00,20250421_10:40:00
Eastern Towhee,0.4105,LM_aru16,2025-04-21,10:40:00,20250421_10:40:00
House Finch,0.4039,LM_aru16,2025-04-21,10:40:00,20250421_10:40:00
Carolina Chickadee,0.3838,LM_aru16,2025-04-21,10:40:00,20250421_10:40:00
Painted Bunting,0.2547,LM_aru16,2025-04-21,11:00:00,20250421_11:00:00
Red-eyed Vireo,0.251,LM_aru16,2025-04-21,11:00:00,20250421_11:00:00
Baltimore Oriole,0.7503,LM_aru16,2025-04-21,11:00:00,20250421_11:00:00
Tufted Titmouse,0.2893,LM_aru16,2025-04-21,11:00:00,20250421_11:00:00
Northern Cardinal,0.6326,LM_aru16,2025-04-21,11:00:00,20250421_11:00:00
Summer Tanager,0.5411,LM_aru16,2025-04-21,11:20:00,20250421_11:20:00
Scarlet Tanager,0.4008,LM_aru16,2025-04-21,11:20:00,20250421_11:20:00
Bachman's Sparrow,0.2593,LM_aru16,2025-04-21,11:20:00,20250421_11:20:00
Painted Bunting,0.285,LM_aru16,2025-04-21,11:20:00,20250421_11:20:00
Wild Turkey,0.3694,LM_aru16,2025-04-21,11:20:00,20250421_11:20:00
Great Crested Flycatcher,0.341,LM_aru16,2025-04-21,11:20:00,20250421_11:20:00
Northern Cardinal,0.509,LM_aru16,2025-04-21,11:40:00,20250421_11:40:00
Summer Tanager,0.3293,LM_aru16,2025-04-21,11:40:00,20250421_11:40:00
Chipping Sparrow,0.3603,LM_aru16,2025-04-21,11:40:00,20250421_11:40:00
Red-eyed Vireo,0.2502,LM_aru16,2025-04-21,11:40:00,20250421_11:40:00
Northern Bobwhite,0.3797,LM_aru16,2025-04-21,11:40:00,20250421_11:40:00
Great Crested Flycatcher,0.4655,LM_aru16,2025-04-21,12:00:00,20250421_12:00:00
Red-bellied Woodpecker,0.2658,LM_aru16,2025-04-21,12:00:00,20250421_12:00:00
Carolina Wren,0.2826,LM_aru16,2025-04-21,12:00:00,20250421_12:00:00
Painted Bunting,0.4031,LM_aru16,2025-04-21,12:00:00,20250421_12:00:00
Red-tailed Hawk,0.4063,LM_aru16,2025-04-21,12:00:00,20250421_12:00:00
Blue-gray Gnatcatcher,0.3485,LM_aru16,2025-04-21,12:20:00,20250421_12:20:00
Red-eyed Vireo,0.3021,LM_aru16,2025-04-21,12:20:00,20250421_12:20:00
House Finch,0.4724,LM_aru16,2025-04-21,12:20:00,20250421_12:20:00
Chimney Swift,0.5113,LM_aru16,2025-04-21,12:20:00,20250421_12:20:00
Carolina Wren,0.5001,LM_aru16,2025-04-21,12:40:00,20250421_12:40:00
Chimney Swift,0.7097,LM_aru16,2025-04-21,12:40:00,20250421_12:40:00
Northern Cardinal,0.3182,LM_aru16,2025-04-21,12:40:00,20250421_12:40:00
Cedar Waxwing,0.414,LM_aru16,2025-04-21,12:40:00,20250421_12:40:00
Louisiana Waterthrush,0.434,LM_aru16,2025-04-21,12:40:00,20250421_12:40:00
White-eyed Vireo,0.3545,LM_aru16,2025-04-21,12:40:00,20250421_12:40:00
White-eyed Vireo,0.2993,LM_aru16,2025-04-21,13:00:00,20250421_13:00:00
American Robin,0.3292,LM_aru16,2025-04-21,13:00:00,20250421_13:00:00
House Finch,0.2771,LM_aru16,2025-04-21,13:00:00,20250421_13:00:00
Painted Bunting,0.3417,LM_aru16,2025-04-21,13:00:00,20250421_13:00:00
Northern Cardinal,0.4056,LM_aru16,2025-04-21,13:00:00,20250421_13:00:00
Bachman's Sparrow,0.2693,LM_aru16,2025-04-21,13:00:00,20250421_13:00:00
Red-bellied Woodpecker,0.5595,LM_aru16,2025-04-21,13:00:00,20250421_13:00:00
Brown-headed Nuthatch,0.6111,LM_aru16,2025-04-21,13:20:00,20250421_13:20:00
Eastern Towhee,0.5124,LM_aru16,2025-04-21,13:20:00,20250421_13:20:00
Summer Tanager,0.8643,LM_aru16,2025-04-21,13:20:00,20250421_13:20:00
Red-bellied Woodpecker,0.8284,LM_aru16,2025-04-21,13:20:00,20250421_13:20:00
Scarlet Tanager,0.2921,LM_aru16,2025-04-21,13:20:00,20250421_13:20:00
House Finch,0.4429,LM_aru16,2025-04-21,13:20:00,20250421_13:20:00
Carolina Wren,0.7394,LM_aru16,2025-04-21,13:20:00,20250421_13:20:00
Carolina Wren,0.7541,LM_aru16,2025-04-21,13:40:00,20250421_13:40:00
Eastern Towhee,0.4968,LM_aru16,2025-04-21,13:40:00,20250421_13:40:00
Carolina Chickadee,0.6439,LM_aru16,2025-04-21,13:40:00,20250421_13:40:00
Summer Tanager,0.2816,LM_aru16,2025-04-21,14:00:00,20250421_14:00:00
Carolina Wren,0.3768,LM_aru16,2025-04-21,14:00:00,20250421_14:00:00
House Finch,0.3493,LM_aru16,2025-04-21,14:00:00,20250421_14:00:00
Magnolia Warbler,0.2913,LM_aru16,2025-04-21,14:00:00,20250421_14:00:00
Kentucky Warbler,0.3199,LM_aru16,2025-04-21,14:00:00,20250421_14:00:00
Northern Cardinal,0.5294,LM_aru16,2025-04-21,14:00:00,20250421_14:00:00
Painted Bunting,0.263,LM_aru16,2025-04-21,14:20:00,20250421_14:20:00
American Robin,0.8043,LM_aru16,2025-04-21,14:20:00,20250421_14:20:00
Rose-breasted Grosbeak,0.2961,LM_aru16,2025-04-21,14:20:00,20250421_14:20:00
Yellow-throated Vireo,0.2609,LM_aru16,2025-04-21,14:20:00,20250421_14:20:00
Carolina Wren,0.501,LM_aru16,2025-04-21,14:40:00,20250421_14:40:00
Carolina Wren,0.511,LM_aru16,2025-04-21,15:00:00,20250421_15:00:00
Red-bellied Woodpecker,0.4161,LM_aru16,2025-04-21,15:00:00,20250421_15:00:00
Great Crested Flycatcher,0.5456,LM_aru16,2025-04-21,15:20:00,20250421_15:20:00
Northern Bobwhite,0.362,LM_aru16,2025-04-21,15:20:00,20250421_15:20:00
Summer Tanager,0.2877,LM_aru16,2025-04-21,15:20:00,20250421_15:20:00
American Robin,0.2981,LM_aru16,2025-04-21,15:20:00,20250421_15:20:00
Eastern Phoebe,0.269,LM_aru16,2025-04-21,15:20:00,20250421_15:20:00
House Finch,0.271,LM_aru16,2025-04-21,15:40:00,20250421_15:40:00
Brown-headed Nuthatch,0.9865,LM_aru16,2025-04-21,15:40:00,20250421_15:40:00
Great Crested Flycatcher,0.2825,LM_aru16,2025-04-21,16:00:00,20250421_16:00:00
Summer Tanager,0.26,LM_aru16,2025-04-21,16:00:00,20250421_16:00:00
Chimney Swift,0.4169,LM_aru16,2025-04-21,16:00:00,20250421_16:00:00
American Robin,0.3837,LM_aru16,2025-04-21,16:00:00,20250421_16:00:00
Northern Cardinal,0.36870000000000003,LM_aru16,2025-04-21,16:00:00,20250421_16:00:00
White-eyed Vireo,0.7809,LM_aru16,2025-04-21,16:00:00,20250421_16:00:00
Eastern Towhee,0.2975,LM_aru16,2025-04-21,16:00:00,20250421_16:00:00
Blue-gray Gnatcatcher,0.2743,LM_aru16,2025-04-21,16:00:00,20250421_16:00:00
House Finch,0.4084,LM_aru16,2025-04-21,16:20:00,20250421_16:20:00
Chimney Swift,0.4208,LM_aru16,2025-04-21,16:20:00,20250421_16:20:00
American Robin,0.3134,LM_aru16,2025-04-21,16:20:00,20250421_16:20:00
Orchard Oriole,0.4405,LM_aru16,2025-04-21,16:20:00,20250421_16:20:00
Northern Cardinal,0.3667,LM_aru16,2025-04-21,16:20:00,20250421_16:20:00
Summer Tanager,0.5956,LM_aru16,2025-04-21,16:20:00,20250421_16:20:00
Eastern Towhee,0.5069,LM_aru16,2025-04-21,16:20:00,20250421_16:20:00
Summer Tanager,0.3555,LM_aru16,2025-04-21,16:40:00,20250421_16:40:00
Bachman's Sparrow,0.2597,LM_aru16,2025-04-21,16:40:00,20250421_16:40:00
Great Crested Flycatcher,0.3517,LM_aru16,2025-04-21,16:40:00,20250421_16:40:00
Yellow-throated Vireo,0.4951,LM_aru16,2025-04-21,16:40:00,20250421_16:40:00
Eastern Bluebird,0.472,LM_aru16,2025-04-21,16:40:00,20250421_16:40:00
Scarlet Tanager,0.2862,LM_aru16,2025-04-21,16:40:00,20250421_16:40:00
Red-eyed Vireo,0.327,LM_aru16,2025-04-21,17:00:00,20250421_17:00:00
American Robin,0.2602,LM_aru16,2025-04-21,17:00:00,20250421_17:00:00
Scarlet Tanager,0.3615,LM_aru16,2025-04-21,17:00:00,20250421_17:00:00
Great Crested Flycatcher,0.8176,LM_aru16,2025-04-21,17:00:00,20250421_17:00:00
Baltimore Oriole,0.2979,LM_aru16,2025-04-21,17:00:00,20250421_17:00:00
Tufted Titmouse,0.3607,LM_aru16,2025-04-21,17:00:00,20250421_17:00:00
Northern Cardinal,0.3088,LM_aru16,2025-04-21,17:20:00,20250421_17:20:00
Great Crested Flycatcher,0.5381,LM_aru16,2025-04-21,17:20:00,20250421_17:20:00
Carolina Wren,0.2685,LM_aru16,2025-04-21,17:20:00,20250421_17:20:00
Blue-gray Gnatcatcher,0.4365,LM_aru16,2025-04-21,17:20:00,20250421_17:20:00
Great Blue Heron,0.2663,LM_aru16,2025-04-21,17:20:00,20250421_17:20:00
American Robin,0.6862,LM_aru16,2025-04-21,17:20:00,20250421_17:20:00
American Robin,0.5041,LM_aru16,2025-04-21,17:40:00,20250421_17:40:00
Tufted Titmouse,0.4598,LM_aru16,2025-04-21,17:40:00,20250421_17:40:00
Great Crested Flycatcher,0.5123,LM_aru16,2025-04-21,17:40:00,20250421_17:40:00
Carolina Wren,0.2794,LM_aru16,2025-04-21,17:40:00,20250421_17:40:00
Summer Tanager,0.5263,LM_aru16,2025-04-21,17:40:00,20250421_17:40:00
White-eyed Vireo,0.4532,LM_aru16,2025-04-21,17:40:00,20250421_17:40:00
Chimney Swift,0.502,LM_aru16,2025-04-21,18:00:00,20250421_18:00:00
Carolina Chickadee,0.9431,LM_aru16,2025-04-21,18:00:00,20250421_18:00:00
Great Crested Flycatcher,0.4063,LM_aru16,2025-04-21,18:00:00,20250421_18:00:00
Mississippi Kite,0.2728,LM_aru16,2025-04-21,18:00:00,20250421_18:00:00
Great Crested Flycatcher,0.4846,LM_aru16,2025-04-21,18:20:00,20250421_18:20:00
Yellow-throated Vireo,0.419,LM_aru16,2025-04-21,18:20:00,20250421_18:20:00
Red-bellied Woodpecker,0.6207,LM_aru16,2025-04-21,18:20:00,20250421_18:20:00
Mississippi Kite,0.3083,LM_aru16,2025-04-21,18:20:00,20250421_18:20:00
House Finch,0.2831,LM_aru16,2025-04-21,18:20:00,20250421_18:20:00
Scarlet Tanager,0.7792,LM_aru16,2025-04-21,18:20:00,20250421_18:20:00
Summer Tanager,0.342,LM_aru16,2025-04-21,18:20:00,20250421_18:20:00
Mississippi Kite,0.2548,LM_aru16,2025-04-21,18:40:00,20250421_18:40:00
House Finch,0.4159,LM_aru16,2025-04-21,18:40:00,20250421_18:40:00
Great Crested Flycatcher,0.6206,LM_aru16,2025-04-21,18:40:00,20250421_18:40:00
Red-bellied Woodpecker,0.8681,LM_aru16,2025-04-21,18:40:00,20250421_18:40:00
Great Crested Flycatcher,0.2996,LM_aru16,2025-04-21,19:00:00,20250421_19:00:00
Tufted Titmouse,0.3472,LM_aru16,2025-04-21,19:00:00,20250421_19:00:00
House Finch,0.6793,LM_aru16,2025-04-21,19:00:00,20250421_19:00:00
Pileated Woodpecker,0.4391,LM_aru16,2025-04-21,19:00:00,20250421_19:00:00
Chipping Sparrow,0.2709,LM_aru16,2025-04-21,19:00:00,20250421_19:00:00
Northern Cardinal,0.7151,LM_aru16,2025-04-21,19:00:00,20250421_19:00:00
American Robin,0.7698,LM_aru16,2025-04-21,19:20:00,20250421_19:20:00
Great Crested Flycatcher,0.3226,LM_aru16,2025-04-21,19:20:00,20250421_19:20:00
Tree Swallow,0.3005,LM_aru16,2025-04-21,19:20:00,20250421_19:20:00
American Robin,0.608,LM_aru16,2025-04-21,19:40:00,20250421_19:40:00
Yellow-throated Vireo,0.7612,LM_aru16,2025-04-21,19:40:00,20250421_19:40:00
Scarlet Tanager,0.2501,LM_aru16,2025-04-21,19:40:00,20250421_19:40:00
Red-tailed Hawk,0.3017,LM_aru16,2025-04-21,19:40:00,20250421_19:40:00
Great Crested Flycatcher,0.3913,LM_aru16,2025-04-21,19:40:00,20250421_19:40:00
Summer Tanager,0.4495,LM_aru16,2025-04-21,19:40:00,20250421_19:40:00
House Finch,0.5018,LM_aru16,2025-04-21,19:40:00,20250421_19:40:00
Purple Martin,0.3832,LM_aru16,2025-04-21,19:40:00,20250421_19:40:00
Great Crested Flycatcher,0.8202,LM_aru16,2025-04-21,20:00:00,20250421_20:00:00
Northern Cardinal,0.3497,LM_aru16,2025-04-21,20:00:00,20250421_20:00:00
American Robin,0.532,LM_aru16,2025-04-21,20:00:00,20250421_20:00:00
Yellow-throated Vireo,0.3349,LM_aru16,2025-04-21,20:00:00,20250421_20:00:00
Great Crested Flycatcher,0.3478,LM_aru16,2025-04-21,20:20:00,20250421_20:20:00
American Crow,0.3589,LM_aru16,2025-04-22,00:40:00,20250422_00:40:00
Canada Goose,0.2755,LM_aru16,2025-04-22,00:40:00,20250422_00:40:00
Barred Owl,0.6928,LM_aru16,2025-04-22,02:00:00,20250422_02:00:00
Barred Owl,0.3288,LM_aru16,2025-04-22,02:40:00,20250422_02:40:00
Barred Owl,0.7997,LM_aru16,2025-04-22,03:00:00,20250422_03:00:00
Green Heron,0.3044,LM_aru16,2025-04-22,05:00:00,20250422_05:00:00
Belted Kingfisher,0.3213,LM_aru16,2025-04-22,05:40:00,20250422_05:40:00
Purple Martin,0.8021,LM_aru16,2025-04-22,06:00:00,20250422_06:00:00
Northern Cardinal,0.712,LM_aru16,2025-04-22,06:00:00,20250422_06:00:00
Summer Tanager,0.3096,LM_aru16,2025-04-22,06:20:00,20250422_06:20:00
American Robin,0.4005,LM_aru16,2025-04-22,06:20:00,20250422_06:20:00
Yellow-throated Vireo,0.3081,LM_aru16,2025-04-22,06:20:00,20250422_06:20:00
Yellow-throated Vireo,0.2512,LM_aru16,2025-04-22,06:40:00,20250422_06:40:00
Swainson's Warbler,0.3337,LM_aru16,2025-04-22,06:40:00,20250422_06:40:00
Kentucky Warbler,0.2579,LM_aru16,2025-04-22,06:40:00,20250422_06:40:00
Summer Tanager,0.4207,LM_aru16,2025-04-22,06:40:00,20250422_06:40:00
Wood Thrush,0.2974,LM_aru16,2025-04-22,06:40:00,20250422_06:40:00
Great Crested Flycatcher,0.3173,LM_aru16,2025-04-22,06:40:00,20250422_06:40:00
Carolina Wren,0.2622,LM_aru16,2025-04-22,06:40:00,20250422_06:40:00
Tufted Titmouse,0.2947,LM_aru16,2025-04-22,06:40:00,20250422_06:40:00
Red-bellied Woodpecker,0.4718,LM_aru16,2025-04-22,07:00:00,20250422_07:00:00
Summer Tanager,0.3045,LM_aru16,2025-04-22,07:00:00,20250422_07:00:00
Downy Woodpecker,0.4841,LM_aru16,2025-04-22,07:00:00,20250422_07:00:00
Tufted Titmouse,0.2807,LM_aru16,2025-04-22,07:00:00,20250422_07:00:00
Ruby-throated Hummingbird,0.3516,LM_aru16,2025-04-22,07:00:00,20250422_07:00:00
Great Crested Flycatcher,0.3184,LM_aru16,2025-04-22,07:00:00,20250422_07:00:00
Kentucky Warbler,0.3342,LM_aru16,2025-04-22,07:20:00,20250422_07:20:00
Carolina Wren,0.7954,LM_aru16,2025-04-22,07:20:00,20250422_07:20:00
Eastern Towhee,0.8727,LM_aru16,2025-04-22,07:20:00,20250422_07:20:00
Great Crested Flycatcher,0.4547,LM_aru16,2025-04-22,07:20:00,20250422_07:20:00
Yellow-throated Vireo,0.291,LM_aru16,2025-04-22,07:20:00,20250422_07:20:00
American Robin,0.4855,LM_aru16,2025-04-22,07:20:00,20250422_07:20:00
Scarlet Tanager,0.4193,LM_aru16,2025-04-22,07:20:00,20250422_07:20:00
Red-bellied Woodpecker,0.5657,LM_aru16,2025-04-22,07:20:00,20250422_07:20:00
Eastern Towhee,0.418,LM_aru16,2025-04-22,07:40:00,20250422_07:40:00
White-throated Sparrow,0.6527,LM_aru16,2025-04-22,07:40:00,20250422_07:40:00
Carolina Wren,0.7124,LM_aru16,2025-04-22,07:40:00,20250422_07:40:00
American Robin,0.2617,LM_aru16,2025-04-22,07:40:00,20250422_07:40:00
Carolina Wren,0.3771,LM_aru16,2025-04-22,08:00:00,20250422_08:00:00
Summer Tanager,0.3219,LM_aru16,2025-04-22,08:00:00,20250422_08:00:00
Scarlet Tanager,0.2651,LM_aru16,2025-04-22,08:00:00,20250422_08:00:00
Blue-gray Gnatcatcher,0.4241,LM_aru16,2025-04-22,08:00:00,20250422_08:00:00
American Robin,0.3791,LM_aru16,2025-04-22,08:00:00,20250422_08:00:00
Rose-breasted Grosbeak,0.2525,LM_aru16,2025-04-22,08:00:00,20250422_08:00:00
Great Crested Flycatcher,0.5967,LM_aru16,2025-04-22,08:00:00,20250422_08:00:00
Blue Grosbeak,0.283,LM_aru16,2025-04-22,08:00:00,20250422_08:00:00
Yellow-throated Vireo,0.2607,LM_aru16,2025-04-22,08:00:00,20250422_08:00:00
Tufted Titmouse,0.2887,LM_aru16,2025-04-22,08:20:00,20250422_08:20:00
Red-bellied Woodpecker,0.7493,LM_aru16,2025-04-22,08:20:00,20250422_08:20:00
Summer Tanager,0.5064,LM_aru16,2025-04-22,08:20:00,20250422_08:20:00
Scarlet Tanager,0.3569,LM_aru16,2025-04-22,08:20:00,20250422_08:20:00
American Robin,0.3121,LM_aru16,2025-04-22,08:20:00,20250422_08:20:00
White-breasted Nuthatch,0.9216,LM_aru16,2025-04-22,08:20:00,20250422_08:20:00
Scarlet Tanager,0.2528,LM_aru16,2025-04-22,08:40:00,20250422_08:40:00
Yellow-throated Vireo,0.538,LM_aru16,2025-04-22,08:40:00,20250422_08:40:00
Summer Tanager,0.2569,LM_aru16,2025-04-22,08:40:00,20250422_08:40:00
Great Crested Flycatcher,0.5669,LM_aru16,2025-04-22,08:40:00,20250422_08:40:00
American Robin,0.2665,LM_aru16,2025-04-22,08:40:00,20250422_08:40:00
Red-bellied Woodpecker,0.2538,LM_aru16,2025-04-22,08:40:00,20250422_08:40:00
Northern Cardinal,0.3378,LM_aru16,2025-04-22,09:00:00,20250422_09:00:00
Summer Tanager,0.8608,LM_aru16,2025-04-22,09:00:00,20250422_09:00:00
Scarlet Tanager,0.6777,LM_aru16,2025-04-22,09:00:00,20250422_09:00:00
Yellow-throated Vireo,0.6043,LM_aru16,2025-04-22,09:00:00,20250422_09:00:00
Red-bellied Woodpecker,0.4268,LM_aru16,2025-04-22,09:00:00,20250422_09:00:00
American Robin,0.369,LM_aru16,2025-04-22,09:00:00,20250422_09:00:00
White-throated Sparrow,0.5309,LM_aru16,2025-04-22,09:00:00,20250422_09:00:00
Black-and-white Warbler,0.554,LM_aru16,2025-04-22,09:00:00,20250422_09:00:00
Kentucky Warbler,0.2872,LM_aru16,2025-04-22,09:00:00,20250422_09:00:00
Great Crested Flycatcher,0.4469,LM_aru16,2025-04-22,09:20:00,20250422_09:20:00
House Finch,0.8238,LM_aru16,2025-04-22,09:20:00,20250422_09:20:00
Northern Cardinal,0.3009,LM_aru16,2025-04-22,09:20:00,20250422_09:20:00
Mourning Dove,0.2827,LM_aru16,2025-04-22,09:20:00,20250422_09:20:00
Eastern Bluebird,0.3225,LM_aru16,2025-04-22,09:20:00,20250422_09:20:00
Yellow-throated Vireo,0.5135,LM_aru16,2025-04-22,09:20:00,20250422_09:20:00
Scarlet Tanager,0.3697,LM_aru16,2025-04-22,09:40:00,20250422_09:40:00
Summer Tanager,0.3229,LM_aru16,2025-04-22,09:40:00,20250422_09:40:00
American Robin,0.5473,LM_aru16,2025-04-22,09:40:00,20250422_09:40:00
Yellow-throated Vireo,0.6238,LM_aru16,2025-04-22,09:40:00,20250422_09:40:00
Great Crested Flycatcher,0.316,LM_aru16,2025-04-22,09:40:00,20250422_09:40:00
Red-bellied Woodpecker,0.3536,LM_aru16,2025-04-22,09:40:00,20250422_09:40:00
White-throated Sparrow,0.3329,LM_aru16,2025-04-22,09:40:00,20250422_09:40:00
Northern Cardinal,0.2696,LM_aru16,2025-04-22,09:40:00,20250422_09:40:00
Northern Cardinal,0.3118,LM_aru16,2025-04-22,10:00:00,20250422_10:00:00
Bachman's Sparrow,0.2524,LM_aru16,2025-04-22,10:00:00,20250422_10:00:00
Red-bellied Woodpecker,0.3233,LM_aru16,2025-04-22,10:00:00,20250422_10:00:00
Swallow-tailed Kite,0.2705,LM_aru16,2025-04-22,10:00:00,20250422_10:00:00
American Robin,0.2678,LM_aru16,2025-04-22,10:00:00,20250422_10:00:00
Carolina Wren,0.323,LM_aru16,2025-04-22,10:20:00,20250422_10:20:00
Bachman's Sparrow,0.5206,LM_aru16,2025-04-22,10:20:00,20250422_10:20:00
Yellow-rumped Warbler,0.2792,LM_aru16,2025-04-22,10:20:00,20250422_10:20:00
Blue Jay,0.5838,LM_aru16,2025-04-22,10:20:00,20250422_10:20:00
Red-shouldered Hawk,0.3116,LM_aru16,2025-04-22,10:20:00,20250422_10:20:00
Painted Bunting,0.2868,LM_aru16,2025-04-22,10:20:00,20250422_10:20:00
Great Crested Flycatcher,0.5134,LM_aru16,2025-04-22,10:20:00,20250422_10:20:00
Common Grackle,0.4066,LM_aru16,2025-04-22,10:20:00,20250422_10:20:00
House Finch,0.2764,LM_aru16,2025-04-22,10:20:00,20250422_10:20:00
Northern Cardinal,0.2536,LM_aru16,2025-04-22,10:20:00,20250422_10:20:00
Eastern Towhee,0.3161,LM_aru16,2025-04-22,10:20:00,20250422_10:20:00
American Robin,0.9154,LM_aru16,2025-04-22,10:40:00,20250422_10:40:00
Great Crested Flycatcher,0.7259,LM_aru16,2025-04-22,10:40:00,20250422_10:40:00
Scarlet Tanager,0.4087,LM_aru16,2025-04-22,10:40:00,20250422_10:40:00
Yellow-throated Vireo,0.4527,LM_aru16,2025-04-22,10:40:00,20250422_10:40:00
Summer Tanager,0.3638,LM_aru16,2025-04-22,10:40:00,20250422_10:40:00
Painted Bunting,0.2959,LM_aru16,2025-04-22,10:40:00,20250422_10:40:00
Blue Jay,0.3051,LM_aru16,2025-04-22,11:00:00,20250422_11:00:00
Red-eyed Vireo,0.2516,LM_aru16,2025-04-22,11:00:00,20250422_11:00:00
Eastern Towhee,0.2667,LM_aru16,2025-04-22,11:00:00,20250422_11:00:00
Bachman's Sparrow,0.3475,LM_aru16,2025-04-22,11:00:00,20250422_11:00:00
Swainson's Warbler,0.2867,LM_aru16,2025-04-22,11:00:00,20250422_11:00:00
Northern Cardinal,0.2512,LM_aru16,2025-04-22,11:00:00,20250422_11:00:00
Baltimore Oriole,0.259,LM_aru16,2025-04-22,11:00:00,20250422_11:00:00
